"lat","lng"
"38.60282","-112.24292000000001"
"37.822750000000006","-112.43566000000001"
"37.7511","-112.37693000000002"
"37.74965","-112.37689"
"37.69245","-112.15274000000001"
"37.61941","-112.17429000000001"
"37.61941","-112.17429000000001"
"37.692280000000004","-112.15236000000002"
"37.692730000000005","-112.15252000000001"
"37.7496","-112.37601000000001"
"37.822750000000006","-112.43566000000001"
"37.9652","-112.41231"
"38.07211","-112.68956000000001"
"37.28708","-113.30386000000001"
"37.284110000000005","-113.30702000000001"
"37.281470000000006","-113.30430000000001"
"37.21087","-113.27220000000001"
"37.201130000000006","-113.17224"
"37.342270000000006","-113.10354000000001"
"37.327220000000004","-113.09045"
"37.3192","-113.08594000000001"
"37.3192","-113.08594000000001"
"37.327220000000004","-113.09045"
"37.327560000000005","-113.09281000000001"
"37.342270000000006","-113.10354000000001"
"37.201130000000006","-113.17224"
"37.21087","-113.27220000000001"
"37.176640000000006","-113.28625000000001"
"37.175110000000004","-113.28624"
"36.945660000000004","-112.52643"
"36.71369","-112.21533000000001"
"36.20188","-112.05306"
"36.20188","-112.05306"
"36.71369","-112.21533000000001"
"36.945660000000004","-112.52643"
"37.17512","-113.28811"
"37.176610000000004","-113.28812"
"37.166430000000005","-113.44917000000001"
"37.064730000000004","-113.58415000000001"
"37.03228","-113.60244000000002"
"36.275200000000005","-115.04645000000001"
"36.273270000000004","-115.05219000000001"
"36.28916","-115.07361000000002"
"36.28969","-115.1093"
"36.29048","-115.12894000000001"
"36.293350000000004","-115.14785"
"36.275870000000005","-115.24866000000002"
"36.27628","-115.25260000000002"
"36.277120000000004","-115.25817"
"36.900360000000006","-116.75403000000001"
"36.90043","-116.76589000000001"
"36.90431","-116.76606000000001"
"36.72383","-116.97793000000001"
"36.646370000000005","-117.04141000000001"
"36.63899","-117.03613000000001"
"36.37588","-117.28534"
"36.37588","-117.28534"
"36.579280000000004","-118.05757000000001"
"36.491150000000005","-118.03411000000001"
